,paper_id,type,title,authors,doi,isbn,copyright,keywords,pages,id,source,date,abstract,disciplines,publisher
51,320620,Other,Advanced Mud System for Microhole Coiled Tubing Drilling,"Ken Oglesby, Impact TechnologiesVirginia Weyland, NETL",,,,,,,,,"Final Project Summary-DE-FC26-03NT15476-The goal of the project is to develop an innovative mud system for coiled tubing drilling (CTD) and small-diameter holes (microholes) for vertical, horizontal and multilateral drilling and completion applications. The system will be able to mix the required fluids (water, oil, chemicals, muds, slurries), circulate that mixture downhole (modified 350 gpm @1,000 psi and 15 gpm@ 5,000 psi), clean and store (200 bbls) the base fluids, and be able to perform these functions in an underbalanced condition with zero discharge and low environmental impact. Another primary and most important goal of this project is to develop key components for a new abrasive slurry drilling system.",,National Energy Technology Laboratory
52,320621,Other,Microhole Downhole Drilling Tractor,"Bruce Moore, Western Well Tool IncVirginia Weyland, NETL",,,,,,,,,"Final Project Summary-DE-PS26-03NT15475-The project goal is to design, manufacture, and demonstrate a reliable and economical hydraulically powered coiled tubing (CT) drilling tractor that will transport the drill bit and bottomhole assembly into long horizontal well sections and drill effectively for as much as 3,000 feet.",,National Energy Technology Laboratory
53,320622,Other,Development of a Through-Tubing (Microhole) Artificial Lift System,"Steven Bodden, Gas Production SpecialistsRichard Baker, NETL",,,,,,,,,"Final Project Summary-DE-FC26-03NT15472-The project goal was to develop an economical artificial lift system that would allow operators in the Gulf of Mexico to reactivate wells that can no longer flow naturally due to fluids in the wellbore. This research and development project was aimed at developing a new through-tubing artificial lift pump system capable of removing small liquid volumes from gas wells. The advantage of this system approach is that it could be completely deployed and retrieved in a ""rigless"" fashion",,National Energy Technology Laboratory
54,320623,Other,"Use of Cutting-Edge Horizontal and Underbalanced Drilling Technologies and Subsurface Seismic Techniques to Explore, Drill, and Produce Reservoired Oil and Gas from the Fractured Monterey Below 10,000 Feet in the Santa Maria Basin of California","George Witter, Temblor Petroleum Co.Virginia Weyland, NETL",,,,,,,,,Final Project Summary-DE-FC26-03NT15426-The project demonstrated the feasibility of horizontal drilling in the deep Monterey and the use of underbalanced drilling for greater penetration rates and immediate evaluation of the reservoir being penetrated.,,National Energy Technology Laboratory
55,320624,Other,Smaller Footprint Drilling System for Deep and Hard-Rock Environments; Feasibility of Ultra-High Speed Diamond Drilling,"Homer Robertson, TerraTek-SchlumbergerVirginia Weyland, NETL",,,,,,,,,"Final Project Summary-DE-FC26-02NT15401-The project addresses long-term developments in deep well and hard-rock drilling. Researchers in Phase 1 demonstrated that significant improvements in drilling deep, hard rock could be obtained by applying optimal ultra-high (34,000 rev/min) rotational speed on a 0.775-inch diameter core bit (1128 in/sec) average surface speed. The Phase 1 work included a feasibility-of-concept research effort aimed at development and test results that ultimately will result in the ability to reliably drill “faster and deeper,” possibly with rigs having a smaller footprint to be more mobile",,National Energy Technology Laboratory
56,320625,Other,Improved Tubulars for Better Economics in Deep Gas Well Drilling Using Microwave Technology,"Dinesh Agrawal, The Penn State UniversityNETL, NETL",,,,,,,,,Final Project Summary-DE-FC26-02NT41662-Demonstrate the potential to economically manufacture microwave-processed coiled tubing with improved performance for extended useful life under hostile coiled tubing drilling conditions. it is expected that the technology developed could enable the economic production of coiled tubing that offers improved performance for extended useful life under hostile coiled tubing drilling conditions.,,National Energy Technology Laboratory
57,320626,Other,Dual Gradient Drilling System Using Glass Hollow Spheres,"Tom William, Maurer TechnologiesNETL, NETL",,,,,,,,,"Final Project Summary-DE-AC26-02NT41641-reduce the costs and risks of drilling in deep water by developing a relatively low-cost yet reliable dual-gradient drilling (DGD) system that employs standard mud pumps to inject rugged, durable, and removable lightweight hollow glass spheres into the drilling riser at the seafloor, reducing the density of the drilling mud in the riser.",,National Energy Technology Laboratory
58,320627,Other,Rural Alaska Coalbed Natural Gas: Application of New Technologies to Explore and Produce Energy,"David O. Ogbe, U of Alaska FairbanksNETL, NETL",,,,,,,,,"Final Project Summary-DE-FC26-01NT41248 2.03.2-The study found that Fort Yukon needs 250-450 thousand standard cubic feet per day (Mscfd) of gas through 2015. The overall rate of return for conversion from diesel to CBNG as a fuel source is estimated at 3-12%. Phase I results suggest that slimhole drilling should be successful, and operational tests were to be conducted in the Summer of 2005.",,National Energy Technology Laboratory
59,320628,Other,Chemically Bonded Phosphate Ceramic Borehole Sealant,"Shirish Patil, U of AlaskaNETL, NETL",,,,,,,,,Final Project Summary-DE-FC26-01NT41248.3.04.3-Develop a novel ceramic borehole cement (Ceramicrete) with suitable insulation and binding properties to function as a superior borehole sealant across permafrost intervals in Alaska,,National Energy Technology Laboratory
60,320629,Other,Very High-Speed Drill String Communications Network - Intellipipe™,"David S. Pixton, NovatekNETL, NETL",,,,,,,,,"Final Project Summary-DE-FC26-01NT41229- Lower the cost and improve the efficiency of drilling by increasing the speed and enhancing the reliability of data transmission between the bottom of the drill string and the surface. The objective is to further develop, refine, and commercialize a very high-speed method for transmitting data between the bottom of a drill string and the surface. This utilizes a unique method for transmitting data across a threaded tool joint",,National Energy Technology Laboratory
61,320630,Other,Development of Underbalanced Risk Information Tool UnRiskIT Software,"J. Victor Guerro, Warrior TechnologyNETL, NETL",,,,,,,,,Final Project Summary-DE-AF26-01NT00980- Accelerate the economic use of underbalanced drilling (UBD) and completion technology as well as help optimize production of natural gas from low pressure formations susceptible to fluid damage. A software program (UnRiskIT™) was designed to help operators evaluate risks and rewards of applying underbalanced drilling technologies to various drilling projects,,National Energy Technology Laboratory
62,320631,Other,Advanced Drill Components by Microwave,"Dinesh Agrawal, The Penn State UniversityNETL, NETL",,,,,,,,,Final Project Summary-DE-FC26-00NT41023-Demonstrate the feasibility of forming diamond composite structures with tungsten carbide during the process of sintering (densifying) the tungsten carbide. The tungsten carbide developed proved to be 30% stronger than conventionally processed tungsten carbide with significantly less brittle performance characteristics.,,National Energy Technology Laboratory
63,320632,Other,Ultra-deepwater Gulf of Mexico Field Development Enabling Technologies and Demonstrations,"Ken Smith, ConocoPhillipsGary Covatch, NETL",,,,,,,,,"Final Project Summary-DE-FC26-00NT40964-The purpose of this project is to develop and demonstrate three enabling technologies that will help to reduce the field size required for economic development in ultra-deep water. The three technologies include: subsea processing, composite production risers, and the application of a “casing drilling” approach to deepwater subsea wells using a Close Tolerance Liner Drilling (CTLD) system",,National Energy Technology Laboratory
